policy_id,month,age,tenure_m,premium,coverage,region,has_agent,is_smoker,dependents,post_event_payment_holiday,lapse_next_3m,_event_month_index
330,2022-10,56,172,137.22,22734.58,B,0,0,1,0,0,0
330,2022-11,56,173,136.49,22606.24,B,0,0,1,0,0,0
330,2022-12,56,174,136.79,22824.56,B,0,0,1,0,0,0
330,2023-01,56,175,136.67,22888.9,B,0,0,1,0,0,0
330,2023-02,56,176,135.95,22743.32,B,0,0,1,0,0,0
330,2023-03,56,177,137.06,23184.47,B,0,0,1,0,0,0
330,2023-04,56,178,147.49,23928.5,B,0,0,1,0,0,0
330,2023-05,56,179,144.43,22987.73,B,0,0,1,0,0,0
330,2023-06,56,180,142.57,22406.5,B,0,0,1,0,0,0
330,2023-07,56,181,141.83,22158.85,B,0,0,1,0,0,0
331,2022-08,46,157,133.49,21950.82,B,1,0,0,1,1,-1
331,2022-09,46,158,129.81,20826.46,B,1,0,0,0,0,1
331,2022-10,46,159,135.15,22688.55,B,1,0,0,0,0,1
331,2022-11,46,160,132.24,21837.41,B,1,0,0,0,0,1
331,2022-12,46,161,134.81,22804.0,B,1,0,0,0,0,1
331,2023-01,46,162,132.29,22072.46,B,1,0,0,0,0,1
331,2023-02,46,163,128.94,21042.26,B,1,0,0,0,0,1
331,2023-03,46,164,133.92,22775.5,B,1,0,0,0,0,1
331,2023-04,46,165,138.42,21707.06,B,1,0,0,0,0,1
331,2023-05,46,166,137.73,21514.4,B,1,0,0,0,0,1
331,2023-06,46,167,136.01,20976.2,B,1,0,0,0,0,1
331,2023-07,46,168,137.95,21572.83,B,1,0,0,0,0,1
332,2022-08,50,113,34.84,5704.05,B,1,0,1,0,0,0
332,2022-09,50,114,34.78,5707.97,B,1,0,1,0,0,0
332,2022-10,50,115,34.66,5693.85,B,1,0,1,0,0,0
332,2022-11,50,116,34.48,5663.56,B,1,0,1,0,0,0
332,2022-12,50,117,34.6,5733.66,B,1,0,1,0,0,0
332,2023-01,50,118,35.1,5926.13,B,1,0,1,0,0,0
332,2023-02,50,119,34.22,5655.41,B,1,0,1,0,0,0
332,2023-03,50,120,34.2,5668.18,B,1,0,1,0,0,0
332,2023-04,50,121,35.97,5590.54,B,1,0,1,0,0,0
332,2023-05,50,122,36.24,5683.58,B,1,0,1,0,0,0
332,2023-06,50,123,36.51,5770.08,B,1,0,1,0,0,0
332,2023-07,50,124,36.12,5641.57,B,1,0,1,0,0,0
333,2022-08,39,144,107.8,19384.84,C,1,0,1,0,0,0
333,2022-09,39,145,108.92,19868.4,C,1,0,1,0,0,0
333,2022-10,39,146,108.36,19759.29,C,1,0,1,0,0,0
333,2022-11,39,147,109.78,20380.36,C,1,0,1,0,0,0
333,2022-12,39,148,108.86,20142.68,C,1,0,1,0,0,0
333,2023-01,39,149,107.31,19666.68,C,1,0,1,0,0,0
333,2023-02,39,150,108.19,20071.03,C,1,0,1,0,0,0
333,2023-03,39,151,107.08,19722.49,C,1,0,1,0,0,0
333,2023-04,39,152,114.69,20177.63,C,1,0,1,0,0,0
333,2023-05,39,153,113.75,19873.41,C,1,0,1,0,0,0
333,2023-06,39,154,113.7,19860.46,C,1,0,1,0,0,0
333,2023-07,39,155,114.73,20202.33,C,1,0,1,0,0,0
334,2022-08,67,25,129.71,21299.18,B,1,0,0,0,0,0
334,2022-09,67,26,128.61,21020.7,B,1,0,0,0,0,0
334,2022-10,67,27,130.65,21794.76,B,1,0,0,0,0,0
334,2022-11,67,28,129.38,21485.72,B,1,0,0,0,0,0
334,2022-12,67,29,129.21,21538.15,B,1,0,0,0,0,0
334,2023-01,67,30,127.77,21158.34,B,1,0,0,0,0,0
334,2023-02,67,31,130.0,21988.75,B,1,0,0,0,0,0
334,2023-03,67,32,127.82,21327.11,B,1,0,0,0,0,0
334,2023-04,67,33,133.18,20646.05,B,1,0,0,0,0,0
334,2023-05,67,34,131.95,20283.86,B,1,0,0,0,0,0
334,2023-06,67,35,134.17,20985.78,B,1,0,0,0,0,0
334,2023-07,67,36,136.09,21576.11,B,1,0,0,0,0,0
335,2022-08,39,135,99.55,16102.03,B,0,0,1,0,0,0
335,2022-09,39,136,100.08,16339.95,B,0,0,1,0,0,0
335,2022-10,39,137,100.56,16574.29,B,0,0,1,0,0,0
335,2022-11,39,138,99.3,16240.63,B,0,0,1,0,0,0
335,2022-12,39,139,99.12,16266.79,B,0,0,1,0,0,0
335,2023-01,39,140,101.45,17120.36,B,0,0,1,0,0,0
335,2023-02,39,141,100.59,16901.16,B,0,0,1,0,0,0
335,2023-03,39,142,99.81,16692.28,B,0,0,1,0,0,0
335,2023-04,39,143,106.01,16794.99,B,0,0,1,0,0,0
335,2023-05,39,144,105.58,16676.3,B,0,0,1,0,0,0
335,2023-06,39,145,105.34,16604.22,B,0,0,1,0,0,0
335,2023-07,39,146,104.29,16263.8,B,0,0,1,0,0,0
336,2022-08,23,46,65.55,10193.21,D,0,0,2,0,0,0
336,2022-09,23,47,65.81,10313.62,D,0,0,2,0,0,0
336,2022-10,23,48,65.99,10420.12,D,0,0,2,0,0,0
336,2022-11,23,49,66.74,10711.48,D,0,0,2,0,0,0
336,2022-12,23,50,65.76,10454.45,D,0,0,2,0,0,0
336,2023-01,23,51,64.36,10057.7,D,0,0,2,0,0,0
336,2023-02,23,52,65.17,10355.61,D,0,0,2,0,0,0
336,2023-03,23,53,64.96,10322.27,D,0,0,2,0,0,0
336,2023-04,23,54,68.7,10296.76,D,0,0,2,0,0,0
336,2023-05,23,55,69.16,10445.58,D,0,0,2,0,0,0
336,2023-06,23,56,68.25,10174.78,D,0,0,2,0,0,0
336,2023-07,23,57,68.75,10319.75,D,0,0,2,0,0,0
337,2022-08,56,112,56.77,10096.89,C,0,0,0,0,0,0
337,2022-09,56,113,57.22,10299.69,C,0,0,0,0,0,0
337,2022-10,56,114,56.2,9974.6,C,0,0,0,0,0,0
337,2022-11,56,115,57.05,10340.59,C,0,0,0,0,0,0
337,2022-12,56,116,56.98,10366.18,C,0,0,0,0,0,0
337,2023-01,56,117,58.29,10899.89,C,0,0,0,0,0,0
337,2023-02,56,118,57.64,10701.96,C,0,0,0,0,0,0
337,2023-03,56,119,57.22,10581.82,C,0,0,0,0,0,0
337,2023-04,56,120,60.6,10585.99,C,0,0,0,0,0,0
337,2023-05,56,121,60.13,10432.57,C,0,0,0,0,0,0
337,2023-06,56,122,59.55,10233.98,C,0,0,0,0,0,0
337,2023-07,56,123,59.55,10227.23,C,0,0,0,0,0,0
338,2022-08,37,75,151.15,26192.85,A,0,0,1,0,0,0
338,2022-09,37,76,148.27,25297.17,A,0,0,1,0,0,0
338,2022-10,37,77,149.85,25965.45,A,0,0,1,0,0,0
338,2022-11,37,78,151.6,26710.04,A,0,0,1,0,0,0
338,2022-12,37,79,148.59,25791.34,A,0,0,1,0,0,0
338,2023-01,37,80,152.05,27125.01,A,0,0,1,0,0,0
338,2023-02,37,81,150.51,26692.49,A,0,0,1,0,0,0
338,2023-03,37,82,149.28,26345.16,A,0,0,1,0,0,0
338,2023-04,37,83,155.45,25476.95,A,0,0,1,0,0,0
338,2023-05,37,84,153.44,24841.58,A,0,0,1,0,0,0
338,2023-06,37,85,155.69,25589.09,A,0,0,1,0,0,0
338,2023-07,37,86,157.94,26315.73,A,0,0,1,0,0,0
339,2022-08,62,71,161.02,29102.04,C,0,0,0,0,0,0
339,2022-09,62,72,163.69,30184.83,C,0,0,0,0,0,0
339,2022-10,62,73,161.51,29532.26,C,0,0,0,0,0,0
339,2022-11,62,74,162.22,29943.25,C,0,0,0,0,0,0
339,2022-12,62,75,160.55,29482.93,C,0,0,0,0,0,0
339,2023-01,62,76,160.17,29480.41,C,0,0,0,0,0,0
339,2023-02,62,77,156.71,28321.04,C,0,0,0,0,0,0
339,2023-03,62,78,161.29,30104.62,C,0,0,0,0,0,0
339,2023-04,62,79,168.47,29297.76,C,0,0,0,0,0,0
339,2023-05,62,80,167.84,29112.12,C,0,0,0,0,0,0
339,2023-06,62,81,166.73,28729.71,C,0,0,0,0,0,0
339,2023-07,62,82,172.48,30706.6,C,0,0,0,0,0,0
340,2022-08,57,88,100.11,16116.95,C,0,1,2,0,0,0
340,2022-09,57,89,99.24,15898.9,C,0,1,2,0,0,0
340,2022-10,57,90,99.31,15997.88,C,0,1,2,0,0,0
340,2022-11,57,91,101.88,16912.85,C,0,1,2,0,0,0
340,2022-12,57,92,97.58,15597.67,C,0,1,2,0,0,0
340,2023-01,57,93,98.51,15977.22,C,0,1,2,0,0,0
340,2023-02,57,94,97.53,15723.4,C,0,1,2,0,0,0
340,2023-03,57,95,98.96,16239.43,C,0,1,2,0,0,0
340,2023-04,57,96,104.29,16087.68,C,0,1,2,0,0,0
340,2023-05,57,97,104.11,16048.41,C,0,1,2,0,0,0
340,2023-06,57,98,105.42,16455.19,C,0,1,2,0,0,0
340,2023-07,57,99,103.03,15710.81,C,0,1,2,0,0,0
341,2022-08,54,45,134.34,24485.79,C,1,0,2,0,0,0
341,2022-09,54,46,136.12,25227.49,C,1,0,2,0,0,0
341,2022-10,54,47,132.04,23856.19,C,1,0,2,0,0,0
341,2022-11,54,48,136.29,25536.64,C,1,0,2,0,0,0
341,2022-12,54,49,132.23,24171.44,C,1,0,2,0,0,0
341,2023-01,54,50,134.29,25046.77,C,1,0,2,0,0,0
341,2023-02,54,51,131.79,24224.54,C,1,0,2,0,0,0
341,2023-03,54,52,132.05,24395.84,C,1,0,2,0,0,0
341,2023-04,54,53,138.62,23977.91,C,1,0,2,0,0,0
341,2023-05,54,54,140.64,24705.8,C,1,0,2,0,0,0
341,2023-06,54,55,136.79,23373.99,C,1,0,2,0,0,0
341,2023-07,54,56,138.45,23933.69,C,1,0,2,0,0,0
342,2022-08,25,32,91.93,15752.54,A,1,0,2,0,0,0
342,2022-09,25,33,92.07,15860.09,A,1,0,2,0,0,0
342,2022-10,25,34,91.51,15743.6,A,1,0,2,0,0,0
342,2022-11,25,35,93.01,16345.52,A,1,0,2,0,0,0
342,2022-12,25,36,92.04,16090.49,A,1,0,2,0,0,0
342,2023-01,25,37,93.11,16541.39,A,1,0,2,0,0,0
342,2023-02,25,38,91.16,15921.07,A,1,0,2,0,0,0
342,2023-03,25,39,91.73,16170.68,A,1,0,2,0,0,0
342,2023-04,25,40,96.37,15921.12,A,1,0,2,0,0,0
342,2023-05,25,41,95.47,15641.21,A,1,0,2,0,0,0
342,2023-06,25,42,97.07,16171.66,A,1,0,2,0,0,0
342,2023-07,25,43,95.66,15697.12,A,1,0,2,0,0,0
343,2022-08,54,0,93.66,12884.31,D,1,1,1,0,0,0
343,2022-09,54,1,93.15,12794.47,D,1,1,1,0,0,0
343,2022-10,54,2,94.18,13140.89,D,1,1,1,0,0,0
343,2022-11,54,3,93.9,13129.3,D,1,1,1,0,0,0
343,2022-12,54,4,93.3,13028.51,D,1,1,1,0,0,0
343,2023-01,54,5,93.74,13214.75,D,1,1,1,0,0,0
343,2023-02,54,6,93.38,13166.68,D,1,1,1,0,0,0
343,2023-03,54,7,94.8,13608.77,D,1,1,1,0,0,0
343,2023-04,54,8,99.64,13410.23,D,1,1,1,0,0,0
343,2023-05,54,9,98.84,13212.86,D,1,1,1,0,0,0
343,2023-06,54,10,98.64,13161.62,D,1,1,1,0,0,0
343,2023-07,54,11,98.32,13066.18,D,1,1,1,0,0,0
344,2022-08,35,146,156.63,23180.81,B,0,1,0,1,1,-1
344,2022-09,35,147,154.77,22729.06,B,0,1,0,0,0,1
344,2022-10,35,148,151.89,21993.5,B,0,1,0,0,0,1
344,2022-11,35,149,152.69,22341.83,B,0,1,0,0,0,1
344,2022-12,35,150,154.1,22870.47,B,0,1,0,0,0,1
344,2023-01,35,151,151.93,22336.7,B,0,1,0,0,0,1
344,2023-02,35,152,152.02,22453.33,B,0,1,0,0,0,1
344,2023-03,35,153,149.66,21828.03,B,0,1,0,0,0,1
344,2023-04,35,154,161.84,22768.18,B,0,1,0,0,0,1
344,2023-05,35,155,158.09,21748.5,B,0,1,0,0,0,1
344,2023-06,35,156,159.93,22264.36,B,0,1,0,0,0,1
344,2023-07,35,157,158.88,21956.81,B,0,1,0,0,0,1
345,2022-08,42,30,66.0,11468.39,A,1,0,1,0,0,0
345,2022-09,42,31,66.22,11592.29,A,1,0,1,0,0,0
345,2022-10,42,32,66.09,11600.86,A,1,0,1,0,0,0
345,2022-11,42,33,65.28,11377.28,A,1,0,1,0,0,0
345,2022-12,42,34,65.97,11675.32,A,1,0,1,0,0,0
345,2023-01,42,35,64.18,11102.27,A,1,0,1,0,0,0
345,2023-02,42,36,64.76,11352.15,A,1,0,1,0,0,0
345,2023-03,42,37,64.42,11267.66,A,1,0,1,0,0,0
345,2023-04,42,38,68.07,11221.99,A,1,0,1,0,0,0
345,2023-05,42,39,68.34,11322.77,A,1,0,1,0,0,0
345,2023-06,42,40,67.87,11170.82,A,1,0,1,0,0,0
345,2023-07,42,41,67.88,11166.24,A,1,0,1,0,0,0
346,2022-08,69,141,340.81,52273.11,A,1,1,0,1,1,-1
346,2022-09,69,142,342.82,53091.35,A,1,1,0,0,0,1
346,2022-10,69,143,337.46,51693.26,A,1,1,0,0,0,1
346,2022-11,69,144,336.88,51781.67,A,1,1,0,0,0,1
346,2022-12,69,145,341.08,53341.99,A,1,1,0,0,0,1
346,2023-01,69,146,334.47,51544.22,A,1,1,0,0,0,1
346,2023-02,69,147,335.49,52070.23,A,1,1,0,0,0,1
346,2023-03,69,148,334.5,51925.66,A,1,1,0,0,0,1
346,2023-04,69,149,350.79,50930.71,A,1,1,0,0,0,1
346,2023-05,69,150,351.75,51268.45,A,1,1,0,0,0,1
346,2023-06,69,151,346.16,49643.65,A,1,1,0,0,0,1
346,2023-07,69,152,351.72,51236.03,A,1,1,0,0,0,1
347,2022-08,41,52,57.29,9982.68,A,1,0,0,1,1,-1
347,2022-09,41,53,56.68,9809.99,A,1,0,0,0,0,1
347,2022-10,41,54,56.29,9720.0,A,1,0,0,0,0,1
347,2022-11,41,55,55.89,9632.27,A,1,0,0,0,0,1
347,2022-12,41,56,56.71,9969.06,A,1,0,0,0,0,1
347,2023-01,41,57,55.74,9675.41,A,1,0,0,0,0,1
347,2023-02,41,58,55.94,9786.37,A,1,0,0,0,0,1
347,2023-03,41,59,54.65,9363.27,A,1,0,0,0,0,1
347,2023-04,41,60,59.11,9775.81,A,1,0,0,0,0,1
347,2023-05,41,61,59.47,9903.95,A,1,0,0,0,0,1
347,2023-06,41,62,59.36,9869.07,A,1,0,0,0,0,1
347,2023-07,41,63,59.62,9949.77,A,1,0,0,0,0,1
348,2022-08,29,47,148.11,23319.61,D,1,0,2,0,0,0
348,2022-09,29,48,145.8,22683.3,D,1,0,2,0,0,0
348,2022-10,29,49,146.56,23030.74,D,1,0,2,0,0,0
348,2022-11,29,50,144.36,22452.93,D,1,0,2,0,0,0
348,2022-12,29,51,147.28,23497.3,D,1,0,2,0,0,0
348,2023-01,29,52,148.01,23841.26,D,1,0,2,0,0,0
348,2023-02,29,53,146.87,23572.73,D,1,0,2,0,0,0
348,2023-03,29,54,147.15,23732.18,D,1,0,2,0,0,0
348,2023-04,29,55,155.15,23531.98,D,1,0,2,0,0,0
348,2023-05,29,56,154.93,23492.5,D,1,0,2,0,0,0
348,2023-06,29,57,152.94,22897.69,D,1,0,2,0,0,0
348,2023-07,29,58,152.04,22613.6,D,1,0,2,0,0,0
349,2022-08,28,68,140.91,21367.74,A,1,1,1,1,1,-1
349,2022-09,28,69,140.05,21187.27,A,1,1,1,0,0,1
349,2022-10,28,70,139.07,20988.23,A,1,1,1,0,0,1
349,2022-11,28,71,141.59,21872.09,A,1,1,1,0,0,1
349,2022-12,28,72,139.53,21346.83,A,1,1,1,0,0,1
349,2023-01,28,73,140.01,21597.42,A,1,1,1,0,0,1
349,2023-02,28,74,141.07,22012.53,A,1,1,1,0,0,1
349,2023-03,28,75,138.55,21300.64,A,1,1,1,0,0,1
349,2023-04,28,76,147.26,21462.31,A,1,1,1,0,0,1
349,2023-05,28,77,148.4,21818.86,A,1,1,1,0,0,1
349,2023-06,28,78,147.8,21646.27,A,1,1,1,0,0,1
349,2023-07,28,79,148.38,21802.89,A,1,1,1,0,0,1
350,2022-08,24,104,120.0,20701.38,A,1,0,0,1,1,-1
350,2022-09,24,105,119.82,20718.52,A,1,0,0,0,0,1
350,2022-10,24,106,119.03,20544.76,A,1,0,0,0,0,1
350,2022-11,24,107,119.14,20686.98,A,1,0,0,0,0,1
350,2022-12,24,108,118.47,20557.74,A,1,0,0,0,0,1
350,2023-01,24,109,118.14,20541.73,A,1,0,0,0,0,1
350,2023-02,24,110,118.23,20655.93,A,1,0,0,0,0,1
350,2023-03,24,111,119.75,21255.77,A,1,0,0,0,0,1
350,2023-04,24,112,126.19,21052.95,A,1,0,0,0,0,1
350,2023-05,24,113,126.32,21119.13,A,1,0,0,0,0,1
350,2023-06,24,114,126.14,21059.55,A,1,0,0,0,0,1
350,2023-07,24,115,124.8,20605.41,A,1,0,0,0,0,1
351,2022-08,38,89,269.45,42369.3,D,0,0,2,0,0,0
351,2022-09,38,90,265.07,41155.86,D,0,0,2,0,0,0
351,2022-10,38,91,268.67,42486.51,D,0,0,2,0,0,0
351,2022-11,38,92,269.09,42837.39,D,0,0,2,0,0,0
351,2022-12,38,93,269.2,43090.17,D,0,0,2,0,0,0
351,2023-01,38,94,268.22,42980.9,D,0,0,2,0,0,0
351,2023-02,38,95,267.02,42769.48,D,0,0,2,0,0,0
351,2023-03,38,96,266.11,42610.95,D,0,0,2,0,0,0
351,2023-04,38,97,279.24,41846.74,D,0,0,2,0,0,0
351,2023-05,38,98,279.26,41899.78,D,0,0,2,0,0,0
351,2023-06,38,99,279.48,41973.45,D,0,0,2,0,0,0
351,2023-07,38,100,276.57,41075.08,D,0,0,2,0,0,0
352,2022-08,54,62,31.8,5210.12,B,1,0,0,0,0,0
352,2022-09,54,63,32.04,5306.86,B,1,0,0,0,0,0
352,2022-10,54,64,31.99,5316.43,B,1,0,0,0,0,0
352,2022-11,54,65,32.44,5492.23,B,1,0,0,0,0,0
352,2022-12,54,66,31.52,5214.61,B,1,0,0,0,0,0
352,2023-01,54,67,31.34,5179.29,B,1,0,0,0,0,0
352,2023-02,54,68,31.95,5404.51,B,1,0,0,0,0,0
352,2023-03,54,69,31.08,5131.08,B,1,0,0,0,0,0
352,2023-04,54,70,32.99,5156.08,B,1,0,0,0,0,0
352,2023-05,54,71,33.21,5231.54,B,1,0,0,0,0,0
352,2023-06,54,72,33.56,5340.45,B,1,0,0,0,0,0
352,2023-07,54,73,33.34,5269.46,B,1,0,0,0,0,0
353,2022-08,69,72,139.38,23427.9,A,0,0,3,0,0,0
353,2022-09,69,73,143.3,24875.32,A,0,0,3,0,0,0
353,2022-10,69,74,143.36,25011.55,A,0,0,3,0,0,0
353,2022-11,69,75,143.14,25064.33,A,0,0,3,0,0,0
353,2022-12,69,76,141.39,24578.44,A,0,0,3,0,0,0
353,2023-01,69,77,143.06,25279.34,A,0,0,3,0,0,0
353,2023-02,69,78,140.59,24516.89,A,0,0,3,0,0,0
353,2023-03,69,79,142.96,25425.46,A,0,0,3,0,0,0
353,2023-04,69,80,151.72,25538.51,A,0,0,3,0,0,0
353,2023-05,69,81,149.81,24932.42,A,0,0,3,0,0,0
353,2023-06,69,82,145.99,23674.48,A,0,0,3,0,0,0
353,2023-07,69,83,146.06,23682.68,A,0,0,3,0,0,0
354,2022-08,33,160,100.43,17143.04,A,1,0,3,0,0,0
354,2022-09,33,161,101.46,17565.47,A,1,0,3,0,0,0
354,2022-10,33,162,102.43,17984.93,A,1,0,3,0,0,0
354,2022-11,33,163,99.64,17101.84,A,1,0,3,0,0,0
354,2022-12,33,164,101.36,17792.0,A,1,0,3,0,0,0
354,2023-01,33,165,100.01,17403.92,A,1,0,3,0,0,0
354,2023-02,33,166,99.85,17418.8,A,1,0,3,0,0,0
354,2023-03,33,167,100.15,17579.15,A,1,0,3,0,0,0
354,2023-04,33,168,105.46,17385.82,A,1,0,3,0,0,0
354,2023-05,33,169,104.73,17162.15,A,1,0,3,0,0,0
354,2023-06,33,170,107.21,17985.81,A,1,0,3,0,0,0
354,2023-07,33,171,105.56,17429.71,A,1,0,3,0,0,0
355,2022-08,72,168,157.06,27308.36,A,1,0,4,0,0,0
355,2022-09,72,169,153.68,26245.12,A,1,0,4,0,0,0
355,2022-10,72,170,153.78,26404.29,A,1,0,4,0,0,0
355,2022-11,72,171,156.55,27504.4,A,1,0,4,0,0,0
355,2022-12,72,172,157.36,27926.52,A,1,0,4,0,0,0
355,2023-01,72,173,155.59,27435.58,A,1,0,4,0,0,0
355,2023-02,72,174,153.83,26930.15,A,1,0,4,0,0,0
355,2023-03,72,175,154.92,27395.57,A,1,0,4,0,0,0
355,2023-04,72,176,161.23,26467.0,A,1,0,4,0,0,0
355,2023-05,72,177,161.7,26651.88,A,1,0,4,0,0,0
355,2023-06,72,178,160.74,26339.02,A,1,0,4,0,0,0
355,2023-07,72,179,159.55,25929.5,A,1,0,4,0,0,0
356,2022-08,43,88,135.19,20629.47,A,1,1,1,0,0,0
356,2022-09,43,89,135.0,20654.14,A,1,1,1,0,0,0
356,2022-10,43,90,135.79,20993.47,A,1,1,1,0,0,0
356,2022-11,43,91,134.71,20767.7,A,1,1,1,0,0,0
356,2022-12,43,92,134.3,20746.77,A,1,1,1,0,0,0
356,2023-01,43,93,135.22,21129.69,A,1,1,1,0,0,0
356,2023-02,43,94,134.03,20843.63,A,1,1,1,0,0,0
356,2023-03,43,95,132.18,20333.82,A,1,1,1,0,0,0
356,2023-04,43,96,138.48,19901.76,A,1,1,1,0,0,0
356,2023-05,43,97,141.61,20839.34,A,1,1,1,0,0,0
356,2023-06,43,98,141.31,20756.99,A,1,1,1,0,0,0
356,2023-07,43,99,138.87,20030.89,A,1,1,1,0,0,0
357,2022-08,43,175,118.53,18746.33,C,1,1,2,0,0,0
357,2022-09,43,176,120.49,19449.59,C,1,1,2,0,0,0
357,2022-10,43,177,119.13,19103.4,C,1,1,2,0,0,0
357,2022-11,43,178,119.42,19294.19,C,1,1,2,0,0,0
357,2022-12,43,179,120.67,19801.83,C,1,1,2,0,0,0
357,2023-01,43,180,119.9,19643.08,C,1,1,2,0,0,0
357,2023-02,43,181,121.49,20241.02,C,1,1,2,0,0,0
357,2023-03,43,182,117.72,19070.25,C,1,1,2,0,0,0
357,2023-04,43,183,123.78,18801.51,C,1,1,2,0,0,0
357,2023-05,43,184,125.74,19425.77,C,1,1,2,0,0,0
357,2023-06,43,185,124.08,18920.2,C,1,1,2,0,0,0
357,2023-07,43,186,124.28,18970.18,C,1,1,2,0,0,0
358,2022-08,67,12,71.53,10854.81,A,1,1,1,0,0,0
358,2022-09,67,13,71.88,11003.94,A,1,1,1,0,0,0
358,2022-10,67,14,71.44,10922.22,A,1,1,1,0,0,0
358,2022-11,67,15,71.27,10923.58,A,1,1,1,0,0,0
358,2022-12,67,16,70.93,10874.93,A,1,1,1,0,0,0
358,2023-01,67,17,69.27,10413.28,A,1,1,1,0,0,0
358,2023-02,67,18,70.48,10831.83,A,1,1,1,0,0,0
358,2023-03,67,19,70.02,10723.97,A,1,1,1,0,0,0
358,2023-04,67,20,75.91,11240.95,A,1,1,1,0,0,0
358,2023-05,67,21,75.74,11204.03,A,1,1,1,0,0,0
358,2023-06,67,22,74.25,10769.95,A,1,1,1,0,0,0
358,2023-07,67,23,73.54,10556.11,A,1,1,1,0,0,0
359,2022-08,51,72,82.68,14188.04,A,1,0,2,0,0,0
359,2022-09,51,73,82.83,14296.83,A,1,0,2,0,0,0
359,2022-10,51,74,81.74,13984.11,A,1,0,2,0,0,0
359,2022-11,51,75,82.09,14179.93,A,1,0,2,0,0,0
359,2022-12,51,76,81.12,13912.05,A,1,0,2,0,0,0
359,2023-01,51,77,82.23,14367.79,A,1,0,2,0,0,0
359,2023-02,51,78,81.99,14342.57,A,1,0,2,0,0,0
359,2023-03,51,79,82.79,14669.67,A,1,0,2,0,0,0
359,2023-04,51,80,86.77,14372.66,A,1,0,2,0,0,0
359,2023-05,51,81,84.72,13710.73,A,1,0,2,0,0,0
359,2023-06,51,82,87.93,14775.22,A,1,0,2,0,0,0
359,2023-07,51,83,85.58,13987.59,A,1,0,2,0,0,0
360,2022-08,59,76,528.66,95918.32,C,1,0,1,0,1,-1
360,2022-09,59,77,539.79,100340.96,C,1,0,1,1,1,-1
360,2022-10,59,78,520.37,93718.05,C,1,0,1,1,1,-1
360,2022-11,59,79,533.9,99159.97,C,1,0,1,0,0,3
360,2022-12,59,80,517.27,93545.92,C,1,0,1,0,0,3
360,2023-01,59,81,533.22,99872.66,C,1,0,1,0,0,3
360,2023-02,59,82,525.12,97277.38,C,1,0,1,0,0,3
360,2023-03,59,83,530.11,99424.93,C,1,0,1,0,0,3
360,2023-04,59,84,556.89,97879.27,C,1,0,1,0,0,3
360,2023-05,59,85,538.82,91691.62,C,1,0,1,0,0,3
360,2023-06,59,86,558.05,98397.7,C,1,0,1,0,0,3
360,2023-07,59,87,553.55,96770.96,C,1,0,1,0,0,3
361,2022-08,59,158,168.27,27055.6,C,1,1,0,0,0,0
361,2022-09,59,159,167.54,26925.71,C,1,1,0,0,0,0
361,2022-10,59,160,166.22,26628.38,C,1,1,0,0,0,0
361,2022-11,59,161,168.51,27507.98,C,1,1,0,0,0,0
361,2022-12,59,162,170.18,28190.31,C,1,1,0,0,0,0
361,2023-01,59,163,164.28,26395.81,C,1,1,0,0,0,0
361,2023-02,59,164,167.22,27465.97,C,1,1,0,0,0,0
361,2023-03,59,165,164.81,26764.28,C,1,1,0,0,0,0
361,2023-04,59,166,177.76,27763.12,C,1,1,0,0,0,0
361,2023-05,59,167,174.83,26892.59,C,1,1,0,0,0,0
361,2023-06,59,168,178.0,27871.26,C,1,1,0,0,0,0
361,2023-07,59,169,175.45,27069.22,C,1,1,0,0,0,0
362,2022-08,66,67,234.28,34119.6,B,1,1,1,0,0,0
362,2022-09,66,68,232.94,33861.8,B,1,1,1,0,0,0
362,2022-10,66,69,230.57,33329.79,B,1,1,1,0,0,0
362,2022-11,66,70,229.78,33268.99,B,1,1,1,0,0,0
362,2022-12,66,71,231.95,34081.21,B,1,1,1,0,0,0
362,2023-01,66,72,233.98,34839.0,B,1,1,1,0,0,0
362,2023-02,66,73,235.79,35513.34,B,1,1,1,0,0,0
362,2023-03,66,74,226.08,32751.02,B,1,1,1,0,0,0
362,2023-04,66,75,251.49,36126.36,B,1,1,1,0,0,0
362,2023-05,66,76,245.13,34390.45,B,1,1,1,0,0,0
362,2023-06,66,77,243.94,34065.09,B,1,1,1,0,0,0
362,2023-07,66,78,238.01,32396.77,B,1,1,1,0,0,0
363,2022-08,72,97,102.41,16816.88,B,0,0,0,0,0,0
363,2022-09,72,98,102.54,16922.14,B,0,0,0,0,0,0
363,2022-10,72,99,103.62,17361.19,B,0,0,0,0,0,0
363,2022-11,72,100,101.84,16859.55,B,0,0,0,0,0,0
363,2022-12,72,101,101.37,16787.1,B,0,0,0,0,0,0
363,2023-01,72,102,102.04,17089.67,B,0,0,0,0,0,0
363,2023-02,72,103,102.14,17193.33,B,0,0,0,0,0,0
363,2023-03,72,104,100.63,16741.38,B,0,0,0,0,0,0
363,2023-04,72,105,106.76,16807.77,B,0,0,0,0,0,0
363,2023-05,72,106,105.4,16397.81,B,0,0,0,0,0,0
363,2023-06,72,107,105.37,16390.59,B,0,0,0,0,0,0
363,2023-07,72,108,105.94,16560.55,B,0,0,0,0,0,0
364,2022-08,29,124,79.51,13039.53,B,0,0,0,1,1,-1
364,2022-09,29,125,79.55,13101.61,B,0,0,0,0,0,1
364,2022-10,29,126,80.06,13334.23,B,0,0,0,0,0,1
